season,mh,germin_station,seed_position,seed_id,seed_mother,mother_origin,seed_color,sowing_date,revision_date,alive,emergence_date,death_date,day_since_sown,emerged_status
2018-19,OA,OA4,5B,2018-19_OA4_5B,mother_E,puntal,red,2019-01-15,2019-10-23,0,2019-02-21,2019-03-25,281,1
2018-19,OA,OA4,5B,2018-19_OA4_5B,mother_E,puntal,red,2019-01-15,2019-12-16,0,2019-02-21,2019-03-25,335,1
2018-19,OA,OA4,5B,2018-19_OA4_5B,mother_E,puntal,red,2019-01-15,2019-12-30,0,2019-02-21,2019-03-25,349,1
2018-19,OA,OA4,5B,2018-19_OA4_5B,mother_E,puntal,red,2019-01-15,2020-01-13,0,2019-02-21,2019-03-25,363,1
2018-19,OA,OA4,5B,2018-19_OA4_5B,mother_E,puntal,red,2019-01-15,2020-01-27,0,2019-02-21,2019-03-25,377,1
2018-19,OA,OA4,5B,2018-19_OA4_5B,mother_E,puntal,red,2019-01-15,2020-02-10,0,2019-02-21,2019-03-25,391,1
2018-19,OA,OA4,5B,2018-19_OA4_5B,mother_E,puntal,red,2019-01-15,2020-02-19,0,2019-02-21,2019-03-25,400,1
2018-19,OA,OA4,5B,2018-19_OA4_5B,mother_E,puntal,red,2019-01-15,2020-03-17,0,2019-02-21,2019-03-25,427,1
2018-19,OA,OA4,5B,2018-19_OA4_5B,mother_E,puntal,red,2019-01-15,2020-04-08,0,2019-02-21,2019-03-25,449,1
2018-19,OA,OA4,5B,2018-19_OA4_5B,mother_E,puntal,red,2019-01-15,2020-05-04,0,2019-02-21,2019-03-25,475,1
2018-19,OA,OA4,5B,2018-19_OA4_5B,mother_E,puntal,red,2019-01-15,2020-05-28,0,2019-02-21,2019-03-25,499,1
2018-19,OA,OA4,5B,2018-19_OA4_5B,mother_E,puntal,red,2019-01-15,2020-07-10,0,2019-02-21,2019-03-25,542,1
2018-19,OA,OA4,5B,2018-19_OA4_5B,mother_E,puntal,red,2019-01-15,2020-07-23,0,2019-02-21,2019-03-25,555,1
2018-19,OA,OA4,5B,2018-19_OA4_5B,mother_E,puntal,red,2019-01-15,2020-08-19,0,2019-02-21,2019-03-25,582,1
2018-19,OA,OA4,5B,2018-19_OA4_5B,mother_E,puntal,red,2019-01-15,2020-09-24,0,2019-02-21,2019-03-25,618,1
2018-19,OA,OA4,5B,2018-19_OA4_5B,mother_E,puntal,red,2019-01-15,2020-10-14,0,2019-02-21,2019-03-25,638,1
2018-19,OA,OA4,5B,2018-19_OA4_5B,mother_E,puntal,red,2019-01-15,2020-11-12,0,2019-02-21,2019-03-25,667,1
2018-19,OA,OA4,6A,2018-19_OA4_6A,mother_F,puntal,red,2019-01-15,2019-01-28,0,NA,NA,13,0
2018-19,OA,OA4,6A,2018-19_OA4_6A,mother_F,puntal,red,2019-01-15,2019-02-04,0,NA,NA,20,0
2018-19,OA,OA4,6A,2018-19_OA4_6A,mother_F,puntal,red,2019-01-15,2019-02-14,0,NA,NA,30,0
2018-19,OA,OA4,6A,2018-19_OA4_6A,mother_F,puntal,red,2019-01-15,2019-02-21,0,NA,NA,37,0
2018-19,OA,OA4,6A,2018-19_OA4_6A,mother_F,puntal,red,2019-01-15,2019-03-12,0,NA,NA,56,0
2018-19,OA,OA4,6A,2018-19_OA4_6A,mother_F,puntal,red,2019-01-15,2019-03-25,0,NA,NA,69,0
2018-19,OA,OA4,6A,2018-19_OA4_6A,mother_F,puntal,red,2019-01-15,2019-04-16,0,NA,NA,91,0
2018-19,OA,OA4,6A,2018-19_OA4_6A,mother_F,puntal,red,2019-01-15,2019-04-30,0,NA,NA,105,0
2018-19,OA,OA4,6A,2018-19_OA4_6A,mother_F,puntal,red,2019-01-15,2019-06-03,0,NA,NA,139,0
2018-19,OA,OA4,6A,2018-19_OA4_6A,mother_F,puntal,red,2019-01-15,2019-08-21,0,NA,NA,218,0
2018-19,OA,OA4,6A,2018-19_OA4_6A,mother_F,puntal,red,2019-01-15,2019-10-23,0,NA,NA,281,0
2018-19,OA,OA4,6A,2018-19_OA4_6A,mother_F,puntal,red,2019-01-15,2019-12-16,0,NA,NA,335,0
2018-19,OA,OA4,6A,2018-19_OA4_6A,mother_F,puntal,red,2019-01-15,2019-12-30,0,NA,NA,349,0
2018-19,OA,OA4,6A,2018-19_OA4_6A,mother_F,puntal,red,2019-01-15,2020-01-13,0,NA,NA,363,0
2018-19,OA,OA4,6A,2018-19_OA4_6A,mother_F,puntal,red,2019-01-15,2020-01-27,0,NA,NA,377,0
2018-19,OA,OA4,6A,2018-19_OA4_6A,mother_F,puntal,red,2019-01-15,2020-02-10,0,NA,NA,391,0
2018-19,OA,OA4,6A,2018-19_OA4_6A,mother_F,puntal,red,2019-01-15,2020-02-19,0,NA,NA,400,0
2018-19,OA,OA4,6A,2018-19_OA4_6A,mother_F,puntal,red,2019-01-15,2020-03-17,0,NA,NA,427,0
2018-19,OA,OA4,6A,2018-19_OA4_6A,mother_F,puntal,red,2019-01-15,2020-04-08,0,NA,NA,449,0
2018-19,OA,OA4,6A,2018-19_OA4_6A,mother_F,puntal,red,2019-01-15,2020-05-04,0,NA,NA,475,0
2018-19,OA,OA4,6A,2018-19_OA4_6A,mother_F,puntal,red,2019-01-15,2020-05-28,0,NA,NA,499,0
2018-19,OA,OA4,6A,2018-19_OA4_6A,mother_F,puntal,red,2019-01-15,2020-07-10,0,NA,NA,542,0
2018-19,OA,OA4,6A,2018-19_OA4_6A,mother_F,puntal,red,2019-01-15,2020-07-23,0,NA,NA,555,0
2018-19,OA,OA4,6A,2018-19_OA4_6A,mother_F,puntal,red,2019-01-15,2020-08-19,0,NA,NA,582,0
2018-19,OA,OA4,6A,2018-19_OA4_6A,mother_F,puntal,red,2019-01-15,2020-09-24,0,NA,NA,618,0
2018-19,OA,OA4,6A,2018-19_OA4_6A,mother_F,puntal,red,2019-01-15,2020-10-14,0,NA,NA,638,0
2018-19,OA,OA4,6A,2018-19_OA4_6A,mother_F,puntal,red,2019-01-15,2020-11-12,0,NA,NA,667,0
2018-19,OA,OA4,6B,2018-19_OA4_6B,mother_F,puntal,red,2019-01-15,2019-01-28,0,NA,NA,13,0
2018-19,OA,OA4,6B,2018-19_OA4_6B,mother_F,puntal,red,2019-01-15,2019-02-04,0,NA,NA,20,0
2018-19,OA,OA4,6B,2018-19_OA4_6B,mother_F,puntal,red,2019-01-15,2019-02-14,0,NA,NA,30,0
2018-19,OA,OA4,6B,2018-19_OA4_6B,mother_F,puntal,red,2019-01-15,2019-02-21,0,NA,NA,37,0
2018-19,OA,OA4,6B,2018-19_OA4_6B,mother_F,puntal,red,2019-01-15,2019-03-12,0,NA,NA,56,0
2018-19,OA,OA4,6B,2018-19_OA4_6B,mother_F,puntal,red,2019-01-15,2019-03-25,0,NA,NA,69,0
2018-19,OA,OA4,6B,2018-19_OA4_6B,mother_F,puntal,red,2019-01-15,2019-04-16,0,NA,NA,91,0
2018-19,OA,OA4,6B,2018-19_OA4_6B,mother_F,puntal,red,2019-01-15,2019-04-30,0,NA,NA,105,0
2018-19,OA,OA4,6B,2018-19_OA4_6B,mother_F,puntal,red,2019-01-15,2019-06-03,0,NA,NA,139,0
2018-19,OA,OA4,6B,2018-19_OA4_6B,mother_F,puntal,red,2019-01-15,2019-08-21,0,NA,NA,218,0
2018-19,OA,OA4,6B,2018-19_OA4_6B,mother_F,puntal,red,2019-01-15,2019-10-23,0,NA,NA,281,0
2018-19,OA,OA4,6B,2018-19_OA4_6B,mother_F,puntal,red,2019-01-15,2019-12-16,0,NA,NA,335,0
2018-19,OA,OA4,6B,2018-19_OA4_6B,mother_F,puntal,red,2019-01-15,2019-12-30,0,NA,NA,349,0
2018-19,OA,OA4,6B,2018-19_OA4_6B,mother_F,puntal,red,2019-01-15,2020-01-13,0,NA,NA,363,0
2018-19,OA,OA4,6B,2018-19_OA4_6B,mother_F,puntal,red,2019-01-15,2020-01-27,0,NA,NA,377,0
2018-19,OA,OA4,6B,2018-19_OA4_6B,mother_F,puntal,red,2019-01-15,2020-02-10,0,NA,NA,391,0
2018-19,OA,OA4,6B,2018-19_OA4_6B,mother_F,puntal,red,2019-01-15,2020-02-19,0,NA,NA,400,0
2018-19,OA,OA4,6B,2018-19_OA4_6B,mother_F,puntal,red,2019-01-15,2020-03-17,0,NA,NA,427,0
2018-19,OA,OA4,6B,2018-19_OA4_6B,mother_F,puntal,red,2019-01-15,2020-04-08,0,NA,NA,449,0
2018-19,OA,OA4,6B,2018-19_OA4_6B,mother_F,puntal,red,2019-01-15,2020-05-04,0,NA,NA,475,0
2018-19,OA,OA4,6B,2018-19_OA4_6B,mother_F,puntal,red,2019-01-15,2020-05-28,0,NA,NA,499,0
2018-19,OA,OA4,6B,2018-19_OA4_6B,mother_F,puntal,red,2019-01-15,2020-07-10,0,NA,NA,542,0
2018-19,OA,OA4,6B,2018-19_OA4_6B,mother_F,puntal,red,2019-01-15,2020-07-23,0,NA,NA,555,0
2018-19,OA,OA4,6B,2018-19_OA4_6B,mother_F,puntal,red,2019-01-15,2020-08-19,0,NA,NA,582,0
2018-19,OA,OA4,6B,2018-19_OA4_6B,mother_F,puntal,red,2019-01-15,2020-09-24,0,NA,NA,618,0
2018-19,OA,OA4,6B,2018-19_OA4_6B,mother_F,puntal,red,2019-01-15,2020-10-14,0,NA,NA,638,0
2018-19,OA,OA4,6B,2018-19_OA4_6B,mother_F,puntal,red,2019-01-15,2020-11-12,0,NA,NA,667,0
2018-19,OA,OA4,7A,2018-19_OA4_7A,mother_G,puntal,red,2019-01-15,2019-01-28,0,NA,NA,13,0
2018-19,OA,OA4,7A,2018-19_OA4_7A,mother_G,puntal,red,2019-01-15,2019-02-04,0,NA,NA,20,0
2018-19,OA,OA4,7A,2018-19_OA4_7A,mother_G,puntal,red,2019-01-15,2019-02-14,0,NA,NA,30,0
2018-19,OA,OA4,7A,2018-19_OA4_7A,mother_G,puntal,red,2019-01-15,2019-02-21,0,NA,NA,37,0
2018-19,OA,OA4,7A,2018-19_OA4_7A,mother_G,puntal,red,2019-01-15,2019-03-12,0,NA,NA,56,0
2018-19,OA,OA4,7A,2018-19_OA4_7A,mother_G,puntal,red,2019-01-15,2019-03-25,0,NA,NA,69,0
2018-19,OA,OA4,7A,2018-19_OA4_7A,mother_G,puntal,red,2019-01-15,2019-04-16,0,NA,NA,91,0
2018-19,OA,OA4,7A,2018-19_OA4_7A,mother_G,puntal,red,2019-01-15,2019-04-30,0,NA,NA,105,0
2018-19,OA,OA4,7A,2018-19_OA4_7A,mother_G,puntal,red,2019-01-15,2019-06-03,0,NA,NA,139,0
2018-19,OA,OA4,7A,2018-19_OA4_7A,mother_G,puntal,red,2019-01-15,2019-08-21,0,NA,NA,218,0
2018-19,OA,OA4,7A,2018-19_OA4_7A,mother_G,puntal,red,2019-01-15,2019-10-23,0,NA,NA,281,0
2018-19,OA,OA4,7A,2018-19_OA4_7A,mother_G,puntal,red,2019-01-15,2019-12-16,0,NA,NA,335,0
2018-19,OA,OA4,7A,2018-19_OA4_7A,mother_G,puntal,red,2019-01-15,2019-12-30,0,NA,NA,349,0
2018-19,OA,OA4,7A,2018-19_OA4_7A,mother_G,puntal,red,2019-01-15,2020-01-13,0,NA,NA,363,0
2018-19,OA,OA4,7A,2018-19_OA4_7A,mother_G,puntal,red,2019-01-15,2020-01-27,0,NA,NA,377,0
2018-19,OA,OA4,7A,2018-19_OA4_7A,mother_G,puntal,red,2019-01-15,2020-02-10,0,NA,NA,391,0
2018-19,OA,OA4,7A,2018-19_OA4_7A,mother_G,puntal,red,2019-01-15,2020-02-19,0,NA,NA,400,0
2018-19,OA,OA4,7A,2018-19_OA4_7A,mother_G,puntal,red,2019-01-15,2020-03-17,0,NA,NA,427,0
2018-19,OA,OA4,7A,2018-19_OA4_7A,mother_G,puntal,red,2019-01-15,2020-04-08,0,NA,NA,449,0
2018-19,OA,OA4,7A,2018-19_OA4_7A,mother_G,puntal,red,2019-01-15,2020-05-04,0,NA,NA,475,0
2018-19,OA,OA4,7A,2018-19_OA4_7A,mother_G,puntal,red,2019-01-15,2020-05-28,0,NA,NA,499,0
2018-19,OA,OA4,7A,2018-19_OA4_7A,mother_G,puntal,red,2019-01-15,2020-07-10,0,NA,NA,542,0
2018-19,OA,OA4,7A,2018-19_OA4_7A,mother_G,puntal,red,2019-01-15,2020-07-23,0,NA,NA,555,0
2018-19,OA,OA4,7A,2018-19_OA4_7A,mother_G,puntal,red,2019-01-15,2020-08-19,0,NA,NA,582,0
2018-19,OA,OA4,7A,2018-19_OA4_7A,mother_G,puntal,red,2019-01-15,2020-09-24,0,NA,NA,618,0
2018-19,OA,OA4,7A,2018-19_OA4_7A,mother_G,puntal,red,2019-01-15,2020-10-14,0,NA,NA,638,0
2018-19,OA,OA4,7A,2018-19_OA4_7A,mother_G,puntal,red,2019-01-15,2020-11-12,0,NA,NA,667,0
2018-19,OA,OA4,7B,2018-19_OA4_7B,mother_G,puntal,red,2019-01-15,2019-01-28,0,NA,NA,13,0
2018-19,OA,OA4,7B,2018-19_OA4_7B,mother_G,puntal,red,2019-01-15,2019-02-04,0,NA,NA,20,0
2018-19,OA,OA4,7B,2018-19_OA4_7B,mother_G,puntal,red,2019-01-15,2019-02-14,0,NA,NA,30,0
2018-19,OA,OA4,7B,2018-19_OA4_7B,mother_G,puntal,red,2019-01-15,2019-02-21,0,NA,NA,37,0
2018-19,OA,OA4,7B,2018-19_OA4_7B,mother_G,puntal,red,2019-01-15,2019-03-12,0,NA,NA,56,0
2018-19,OA,OA4,7B,2018-19_OA4_7B,mother_G,puntal,red,2019-01-15,2019-03-25,0,NA,NA,69,0
2018-19,OA,OA4,7B,2018-19_OA4_7B,mother_G,puntal,red,2019-01-15,2019-04-16,0,NA,NA,91,0
2018-19,OA,OA4,7B,2018-19_OA4_7B,mother_G,puntal,red,2019-01-15,2019-04-30,0,NA,NA,105,0
2018-19,OA,OA4,7B,2018-19_OA4_7B,mother_G,puntal,red,2019-01-15,2019-06-03,0,NA,NA,139,0
2018-19,OA,OA4,7B,2018-19_OA4_7B,mother_G,puntal,red,2019-01-15,2019-08-21,0,NA,NA,218,0
2018-19,OA,OA4,7B,2018-19_OA4_7B,mother_G,puntal,red,2019-01-15,2019-10-23,0,NA,NA,281,0
2018-19,OA,OA4,7B,2018-19_OA4_7B,mother_G,puntal,red,2019-01-15,2019-12-16,0,NA,NA,335,0
2018-19,OA,OA4,7B,2018-19_OA4_7B,mother_G,puntal,red,2019-01-15,2019-12-30,0,NA,NA,349,0
2018-19,OA,OA4,7B,2018-19_OA4_7B,mother_G,puntal,red,2019-01-15,2020-01-13,0,NA,NA,363,0
2018-19,OA,OA4,7B,2018-19_OA4_7B,mother_G,puntal,red,2019-01-15,2020-01-27,0,NA,NA,377,0
2018-19,OA,OA4,7B,2018-19_OA4_7B,mother_G,puntal,red,2019-01-15,2020-02-10,0,NA,NA,391,0
2018-19,OA,OA4,7B,2018-19_OA4_7B,mother_G,puntal,red,2019-01-15,2020-02-19,0,NA,NA,400,0
2018-19,OA,OA4,7B,2018-19_OA4_7B,mother_G,puntal,red,2019-01-15,2020-03-17,0,NA,NA,427,0
2018-19,OA,OA4,7B,2018-19_OA4_7B,mother_G,puntal,red,2019-01-15,2020-04-08,0,NA,NA,449,0
2018-19,OA,OA4,7B,2018-19_OA4_7B,mother_G,puntal,red,2019-01-15,2020-05-04,0,NA,NA,475,0
2018-19,OA,OA4,7B,2018-19_OA4_7B,mother_G,puntal,red,2019-01-15,2020-05-28,0,NA,NA,499,0
2018-19,OA,OA4,7B,2018-19_OA4_7B,mother_G,puntal,red,2019-01-15,2020-07-10,0,NA,NA,542,0
2018-19,OA,OA4,7B,2018-19_OA4_7B,mother_G,puntal,red,2019-01-15,2020-07-23,0,NA,NA,555,0
2018-19,OA,OA4,7B,2018-19_OA4_7B,mother_G,puntal,red,2019-01-15,2020-08-19,0,NA,NA,582,0
2018-19,OA,OA4,7B,2018-19_OA4_7B,mother_G,puntal,red,2019-01-15,2020-09-24,0,NA,NA,618,0
2018-19,OA,OA4,7B,2018-19_OA4_7B,mother_G,puntal,red,2019-01-15,2020-10-14,0,NA,NA,638,0
2018-19,OA,OA4,7B,2018-19_OA4_7B,mother_G,puntal,red,2019-01-15,2020-11-12,0,NA,NA,667,0
2018-19,OA,OA4,8A,2018-19_OA4_8A,mother_H,puntal,red,2019-01-15,2019-01-28,0,NA,NA,13,0
2018-19,OA,OA4,8A,2018-19_OA4_8A,mother_H,puntal,red,2019-01-15,2019-02-04,0,NA,NA,20,0
2018-19,OA,OA4,8A,2018-19_OA4_8A,mother_H,puntal,red,2019-01-15,2019-02-14,0,NA,NA,30,0
2018-19,OA,OA4,8A,2018-19_OA4_8A,mother_H,puntal,red,2019-01-15,2019-02-21,0,NA,NA,37,0
2018-19,OA,OA4,8A,2018-19_OA4_8A,mother_H,puntal,red,2019-01-15,2019-03-12,0,NA,NA,56,0
2018-19,OA,OA4,8A,2018-19_OA4_8A,mother_H,puntal,red,2019-01-15,2019-03-25,0,NA,NA,69,0
2018-19,OA,OA4,8A,2018-19_OA4_8A,mother_H,puntal,red,2019-01-15,2019-04-16,0,NA,NA,91,0
2018-19,OA,OA4,8A,2018-19_OA4_8A,mother_H,puntal,red,2019-01-15,2019-04-30,0,NA,NA,105,0
2018-19,OA,OA4,8A,2018-19_OA4_8A,mother_H,puntal,red,2019-01-15,2019-06-03,0,NA,NA,139,0
2018-19,OA,OA4,8A,2018-19_OA4_8A,mother_H,puntal,red,2019-01-15,2019-08-21,0,NA,NA,218,0
2018-19,OA,OA4,8A,2018-19_OA4_8A,mother_H,puntal,red,2019-01-15,2019-10-23,0,NA,NA,281,0
2018-19,OA,OA4,8A,2018-19_OA4_8A,mother_H,puntal,red,2019-01-15,2019-12-16,0,NA,NA,335,0
2018-19,OA,OA4,8A,2018-19_OA4_8A,mother_H,puntal,red,2019-01-15,2019-12-30,0,NA,NA,349,0
2018-19,OA,OA4,8A,2018-19_OA4_8A,mother_H,puntal,red,2019-01-15,2020-01-13,0,NA,NA,363,0
2018-19,OA,OA4,8A,2018-19_OA4_8A,mother_H,puntal,red,2019-01-15,2020-01-27,0,NA,NA,377,0
2018-19,OA,OA4,8A,2018-19_OA4_8A,mother_H,puntal,red,2019-01-15,2020-02-10,0,NA,NA,391,0
2018-19,OA,OA4,8A,2018-19_OA4_8A,mother_H,puntal,red,2019-01-15,2020-02-19,0,NA,NA,400,0
2018-19,OA,OA4,8A,2018-19_OA4_8A,mother_H,puntal,red,2019-01-15,2020-03-17,0,NA,NA,427,0
2018-19,OA,OA4,8A,2018-19_OA4_8A,mother_H,puntal,red,2019-01-15,2020-04-08,0,NA,NA,449,0
2018-19,OA,OA4,8A,2018-19_OA4_8A,mother_H,puntal,red,2019-01-15,2020-05-04,0,NA,NA,475,0
2018-19,OA,OA4,8A,2018-19_OA4_8A,mother_H,puntal,red,2019-01-15,2020-05-28,0,NA,NA,499,0
2018-19,OA,OA4,8A,2018-19_OA4_8A,mother_H,puntal,red,2019-01-15,2020-07-10,0,NA,NA,542,0
2018-19,OA,OA4,8A,2018-19_OA4_8A,mother_H,puntal,red,2019-01-15,2020-07-23,0,NA,NA,555,0
2018-19,OA,OA4,8A,2018-19_OA4_8A,mother_H,puntal,red,2019-01-15,2020-08-19,0,NA,NA,582,0
2018-19,OA,OA4,8A,2018-19_OA4_8A,mother_H,puntal,red,2019-01-15,2020-09-24,0,NA,NA,618,0
2018-19,OA,OA4,8A,2018-19_OA4_8A,mother_H,puntal,red,2019-01-15,2020-10-14,0,NA,NA,638,0
2018-19,OA,OA4,8A,2018-19_OA4_8A,mother_H,puntal,red,2019-01-15,2020-11-12,0,NA,NA,667,0
2018-19,OA,OA4,8B,2018-19_OA4_8B,mother_H,puntal,red,2019-01-15,2019-01-28,0,NA,NA,13,0
2018-19,OA,OA4,8B,2018-19_OA4_8B,mother_H,puntal,red,2019-01-15,2019-02-04,0,NA,NA,20,0
2018-19,OA,OA4,8B,2018-19_OA4_8B,mother_H,puntal,red,2019-01-15,2019-02-14,0,NA,NA,30,0
2018-19,OA,OA4,8B,2018-19_OA4_8B,mother_H,puntal,red,2019-01-15,2019-02-21,0,NA,NA,37,0
2018-19,OA,OA4,8B,2018-19_OA4_8B,mother_H,puntal,red,2019-01-15,2019-03-12,0,NA,NA,56,0
2018-19,OA,OA4,8B,2018-19_OA4_8B,mother_H,puntal,red,2019-01-15,2019-03-25,0,NA,NA,69,0
2018-19,OA,OA4,8B,2018-19_OA4_8B,mother_H,puntal,red,2019-01-15,2019-04-16,0,NA,NA,91,0
2018-19,OA,OA4,8B,2018-19_OA4_8B,mother_H,puntal,red,2019-01-15,2019-04-30,0,NA,NA,105,0
2018-19,OA,OA4,8B,2018-19_OA4_8B,mother_H,puntal,red,2019-01-15,2019-06-03,0,NA,NA,139,0
2018-19,OA,OA4,8B,2018-19_OA4_8B,mother_H,puntal,red,2019-01-15,2019-08-21,0,NA,NA,218,0
2018-19,OA,OA4,8B,2018-19_OA4_8B,mother_H,puntal,red,2019-01-15,2019-10-23,0,NA,NA,281,0
2018-19,OA,OA4,8B,2018-19_OA4_8B,mother_H,puntal,red,2019-01-15,2019-12-16,0,NA,NA,335,0
2018-19,OA,OA4,8B,2018-19_OA4_8B,mother_H,puntal,red,2019-01-15,2019-12-30,0,NA,NA,349,0
2018-19,OA,OA4,8B,2018-19_OA4_8B,mother_H,puntal,red,2019-01-15,2020-01-13,0,NA,NA,363,0
2018-19,OA,OA4,8B,2018-19_OA4_8B,mother_H,puntal,red,2019-01-15,2020-01-27,0,NA,NA,377,0
2018-19,OA,OA4,8B,2018-19_OA4_8B,mother_H,puntal,red,2019-01-15,2020-02-10,0,NA,NA,391,0
2018-19,OA,OA4,8B,2018-19_OA4_8B,mother_H,puntal,red,2019-01-15,2020-02-19,0,NA,NA,400,0
2018-19,OA,OA4,8B,2018-19_OA4_8B,mother_H,puntal,red,2019-01-15,2020-03-17,0,NA,NA,427,0
2018-19,OA,OA4,8B,2018-19_OA4_8B,mother_H,puntal,red,2019-01-15,2020-04-08,0,NA,NA,449,0
2018-19,OA,OA4,8B,2018-19_OA4_8B,mother_H,puntal,red,2019-01-15,2020-05-04,0,NA,NA,475,0
2018-19,OA,OA4,8B,2018-19_OA4_8B,mother_H,puntal,red,2019-01-15,2020-05-28,0,NA,NA,499,0
2018-19,OA,OA4,8B,2018-19_OA4_8B,mother_H,puntal,red,2019-01-15,2020-07-10,0,NA,NA,542,0
2018-19,OA,OA4,8B,2018-19_OA4_8B,mother_H,puntal,red,2019-01-15,2020-07-23,0,NA,NA,555,0
2018-19,OA,OA4,8B,2018-19_OA4_8B,mother_H,puntal,red,2019-01-15,2020-08-19,0,NA,NA,582,0
2018-19,OA,OA4,8B,2018-19_OA4_8B,mother_H,puntal,red,2019-01-15,2020-09-24,0,NA,NA,618,0
2018-19,OA,OA4,8B,2018-19_OA4_8B,mother_H,puntal,red,2019-01-15,2020-10-14,0,NA,NA,638,0
2018-19,OA,OA4,8B,2018-19_OA4_8B,mother_H,puntal,red,2019-01-15,2020-11-12,0,NA,NA,667,0
2018-19,OA,OA5,1A,2018-19_OA5_1A,mother_A,puntal,red,2019-01-15,2019-01-28,0,NA,NA,13,0
2018-19,OA,OA5,1A,2018-19_OA5_1A,mother_A,puntal,red,2019-01-15,2019-02-04,0,NA,NA,20,0
2018-19,OA,OA5,1A,2018-19_OA5_1A,mother_A,puntal,red,2019-01-15,2019-02-14,0,NA,NA,30,0
2018-19,OA,OA5,1A,2018-19_OA5_1A,mother_A,puntal,red,2019-01-15,2019-02-21,0,NA,NA,37,0
2018-19,OA,OA5,1A,2018-19_OA5_1A,mother_A,puntal,red,2019-01-15,2019-03-12,0,NA,NA,56,0
2018-19,OA,OA5,1A,2018-19_OA5_1A,mother_A,puntal,red,2019-01-15,2019-03-25,0,NA,NA,69,0
2018-19,OA,OA5,1A,2018-19_OA5_1A,mother_A,puntal,red,2019-01-15,2019-04-16,0,NA,NA,91,0
2018-19,OA,OA5,1A,2018-19_OA5_1A,mother_A,puntal,red,2019-01-15,2019-04-30,0,NA,NA,105,0
2018-19,OA,OA5,1A,2018-19_OA5_1A,mother_A,puntal,red,2019-01-15,2019-06-03,0,NA,NA,139,0
2018-19,OA,OA5,1A,2018-19_OA5_1A,mother_A,puntal,red,2019-01-15,2019-08-21,0,NA,NA,218,0
2018-19,OA,OA5,1A,2018-19_OA5_1A,mother_A,puntal,red,2019-01-15,2019-10-23,0,NA,NA,281,0
2018-19,OA,OA5,1A,2018-19_OA5_1A,mother_A,puntal,red,2019-01-15,2019-12-16,0,NA,NA,335,0
2018-19,OA,OA5,1A,2018-19_OA5_1A,mother_A,puntal,red,2019-01-15,2019-12-30,0,NA,NA,349,0
2018-19,OA,OA5,1A,2018-19_OA5_1A,mother_A,puntal,red,2019-01-15,2020-01-13,0,NA,NA,363,0
2018-19,OA,OA5,1A,2018-19_OA5_1A,mother_A,puntal,red,2019-01-15,2020-01-27,0,NA,NA,377,0
2018-19,OA,OA5,1A,2018-19_OA5_1A,mother_A,puntal,red,2019-01-15,2020-02-10,0,NA,NA,391,0
2018-19,OA,OA5,1A,2018-19_OA5_1A,mother_A,puntal,red,2019-01-15,2020-02-19,0,NA,NA,400,0
2018-19,OA,OA5,1A,2018-19_OA5_1A,mother_A,puntal,red,2019-01-15,2020-03-17,0,NA,NA,427,0
2018-19,OA,OA5,1A,2018-19_OA5_1A,mother_A,puntal,red,2019-01-15,2020-04-08,0,NA,NA,449,0
2018-19,OA,OA5,1A,2018-19_OA5_1A,mother_A,puntal,red,2019-01-15,2020-05-04,0,NA,NA,475,0
2018-19,OA,OA5,1A,2018-19_OA5_1A,mother_A,puntal,red,2019-01-15,2020-05-28,0,NA,NA,499,0
2018-19,OA,OA5,1A,2018-19_OA5_1A,mother_A,puntal,red,2019-01-15,2020-07-10,0,NA,NA,542,0
2018-19,OA,OA5,1A,2018-19_OA5_1A,mother_A,puntal,red,2019-01-15,2020-07-23,0,NA,NA,555,0
2018-19,OA,OA5,1A,2018-19_OA5_1A,mother_A,puntal,red,2019-01-15,2020-08-19,0,NA,NA,582,0
2018-19,OA,OA5,1A,2018-19_OA5_1A,mother_A,puntal,red,2019-01-15,2020-09-24,0,NA,NA,618,0
2018-19,OA,OA5,1A,2018-19_OA5_1A,mother_A,puntal,red,2019-01-15,2020-10-14,0,NA,NA,638,0
2018-19,OA,OA5,1A,2018-19_OA5_1A,mother_A,puntal,red,2019-01-15,2020-11-12,0,NA,NA,667,0
2018-19,OA,OA5,1B,2018-19_OA5_1B,mother_A,puntal,red,2019-01-15,2019-01-28,0,NA,NA,13,0
2018-19,OA,OA5,1B,2018-19_OA5_1B,mother_A,puntal,red,2019-01-15,2019-02-04,0,NA,NA,20,0
2018-19,OA,OA5,1B,2018-19_OA5_1B,mother_A,puntal,red,2019-01-15,2019-02-14,0,NA,NA,30,0
2018-19,OA,OA5,1B,2018-19_OA5_1B,mother_A,puntal,red,2019-01-15,2019-02-21,0,NA,NA,37,0
2018-19,OA,OA5,1B,2018-19_OA5_1B,mother_A,puntal,red,2019-01-15,2019-03-12,0,NA,NA,56,0
2018-19,OA,OA5,1B,2018-19_OA5_1B,mother_A,puntal,red,2019-01-15,2019-03-25,0,NA,NA,69,0
2018-19,OA,OA5,1B,2018-19_OA5_1B,mother_A,puntal,red,2019-01-15,2019-04-16,0,NA,NA,91,0
2018-19,OA,OA5,1B,2018-19_OA5_1B,mother_A,puntal,red,2019-01-15,2019-04-30,0,NA,NA,105,0
2018-19,OA,OA5,1B,2018-19_OA5_1B,mother_A,puntal,red,2019-01-15,2019-06-03,0,NA,NA,139,0
