mh_id,bird_sp,site,mh,sample_effort,n_seeds,n_seed_m2,sp_under,X_coord,Y_coord,length
332,Turdus merula,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4457394,36.9652808,NA
334,Erithacus rubecula,Puntal,PL,0.22,11,50,Pistacia lentiscus,-6.446223,36.9644299,NA
334,Sylvia melanocephala,Puntal,PL,0.22,6,27.272727272727273,Pistacia lentiscus,-6.446223,36.9644299,NA
334,Sylvia undata,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.446223,36.9644299,NA
335,Erithacus rubecula,Puntal,PL,0.22,8,36.36363636363637,Pistacia lentiscus,-6.4461863,36.9647039,NA
335,Saxicola rubicola,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4461863,36.9647039,NA
335,Sylvia communis,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4461863,36.9647039,NA
335,Sylvia melanocephala,Puntal,PL,0.22,7,31.818181818181817,Pistacia lentiscus,-6.4461863,36.9647039,NA
335,Sylvia undata,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4461863,36.9647039,NA
336,Chloris chloris,Puntal,PL,0.22,4,18.181818181818183,Pistacia lentiscus,-6.447233,36.96545,NA
336,Erithacus rubecula,Puntal,PL,0.22,6,27.272727272727273,Pistacia lentiscus,-6.447233,36.96545,NA
336,Sylvia melanocephala,Puntal,PL,0.22,2,9.090909090909092,Pistacia lentiscus,-6.447233,36.96545,NA
336,NA,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.447233,36.96545,NA
337,Chloris chloris,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4474132,36.9654379,NA
337,Cyanopica cooki,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4474132,36.9654379,NA
337,Erithacus rubecula,Puntal,PL,0.22,8,36.36363636363637,Pistacia lentiscus,-6.4474132,36.9654379,NA
337,Sylvia atricapilla,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4474132,36.9654379,NA
337,Sylvia melanocephala,Puntal,PL,0.22,9,40.90909090909091,Pistacia lentiscus,-6.4474132,36.9654379,NA
337,Sylvia undata,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4474132,36.9654379,NA
337,Turdus merula,Puntal,PL,0.22,6,27.272727272727273,Pistacia lentiscus,-6.4474132,36.9654379,NA
338,Chloris chloris,Puntal,PL,0.44,7,15.909090909090908,Pistacia lentiscus,-6.4465958,36.9647493,NA
338,Erithacus rubecula,Puntal,PL,0.44,15,34.09090909090909,Pistacia lentiscus,-6.4465958,36.9647493,NA
338,Phoenicurus phoenicurus,Puntal,PL,0.44,1,2.272727272727273,Pistacia lentiscus,-6.4465958,36.9647493,NA
338,Sylvia melanocephala,Puntal,PL,0.44,6,13.636363636363637,Pistacia lentiscus,-6.4465958,36.9647493,NA
338,NA,Puntal,PL,0.44,1,2.272727272727273,Pistacia lentiscus,-6.4465958,36.9647493,NA
339,Erithacus rubecula,Puntal,PL,0.22,3,13.636363636363637,Pistacia lentiscus,-6.4468479,36.9646794,NA
340,Erithacus rubecula,Puntal,PL,0.22,6,27.272727272727273,Pistacia lentiscus,-6.446854,36.9649717,NA
340,Sylvia atricapilla,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.446854,36.9649717,NA
340,Sylvia melanocephala,Puntal,PL,0.22,7,31.818181818181817,Pistacia lentiscus,-6.446854,36.9649717,NA
340,NA,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.446854,36.9649717,NA
382,Chloris chloris,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4470845,36.964831,NA
382,Erithacus rubecula,Puntal,PL,0.22,4,18.181818181818183,Pistacia lentiscus,-6.4470845,36.964831,NA
382,Sylvia melanocephala,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4470845,36.964831,NA
383,Erithacus rubecula,Puntal,PL,0.22,5,22.727272727272727,Pistacia lentiscus,-6.4454992,36.9648526,NA
383,Sylvia atricapilla,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4454992,36.9648526,NA
383,Sylvia melanocephala,Puntal,PL,0.22,13,59.09090909090909,Pistacia lentiscus,-6.4454992,36.9648526,NA
383,Sylvia undata,Puntal,PL,0.22,1,4.545454545454546,Pistacia lentiscus,-6.4454992,36.9648526,NA
FR1,Erithacus rubecula,Puntal,FR,0.168,9,53.57142857142857,Olea europaea,-6.4454885,36.9649267,NA
FR1,Phoenicurus phoenicurus,Puntal,FR,0.168,2,11.904761904761903,Olea europaea,-6.4454885,36.9649267,NA
FR1,Sylvia melanocephala,Puntal,FR,0.168,12,71.42857142857143,Olea europaea,-6.4454885,36.9649267,NA
FR1,Turdus merula,Puntal,FR,0.168,1,5.952380952380952,Olea europaea,-6.4454885,36.9649267,NA
FR10,Erithacus rubecula,Puntal,FR,0.168,4,23.809523809523807,Myrtus communis,-6.4468966,36.9658289,NA
FR10,Phoenicurus phoenicurus,Puntal,FR,0.168,1,5.952380952380952,Myrtus communis,-6.4468966,36.9658289,NA
FR10,Sylvia melanocephala,Puntal,FR,0.168,3,17.857142857142858,Myrtus communis,-6.4468966,36.9658289,NA
FR11,Erithacus rubecula,Puntal,FR,0.168,3,17.857142857142858,Olea europaea,-6.4466033,36.965794,NA
FR11,Sylvia atricapilla,Puntal,FR,0.168,1,5.952380952380952,Olea europaea,-6.4466033,36.965794,NA
FR11,Sylvia melanocephala,Puntal,FR,0.168,4,23.809523809523807,Olea europaea,-6.4466033,36.965794,NA
FR12,Erithacus rubecula,Puntal,FR,0.168,1,5.952380952380952,Phylirea angustifolia,-6.4461414,36.9655056,NA
FR12,Sylvia melanocephala,Puntal,FR,0.168,8,47.61904761904761,Phylirea angustifolia,-6.4461414,36.9655056,NA
FR13,Erithacus rubecula,Puntal,FR,0.168,4,23.809523809523807,"Phylirea angustifolia, Asparagus aphyllus",-6.4457639,36.9653791,NA
FR13,Sylvia atricapilla,Puntal,FR,0.168,1,5.952380952380952,"Phylirea angustifolia, Asparagus aphyllus",-6.4457639,36.9653791,NA
FR13,Sylvia melanocephala,Puntal,FR,0.168,2,11.904761904761903,"Phylirea angustifolia, Asparagus aphyllus",-6.4457639,36.9653791,NA
FR13,Turdus merula,Puntal,FR,0.168,1,5.952380952380952,"Phylirea angustifolia, Asparagus aphyllus",-6.4457639,36.9653791,NA
FR14,Erithacus rubecula,Puntal,FR,0.168,4,23.809523809523807,Phylirea angustifolia,-6.4458751,36.96557,NA
FR14,Sylvia hortensis,Puntal,FR,0.168,1,5.952380952380952,Phylirea angustifolia,-6.4458751,36.96557,NA
FR14,Sylvia melanocephala,Puntal,FR,0.168,5,29.76190476190476,Phylirea angustifolia,-6.4458751,36.96557,NA
FR15,Erithacus rubecula,Puntal,FR,0.168,3,17.857142857142858,"Olea europaea, Asparagus aphyllus",-6.4462584,36.9643384,NA
FR15,Phoenicurus phoenicurus,Puntal,FR,0.168,1,5.952380952380952,"Olea europaea, Asparagus aphyllus",-6.4462584,36.9643384,NA
FR15,Sylvia communis,Puntal,FR,0.168,1,5.952380952380952,"Olea europaea, Asparagus aphyllus",-6.4462584,36.9643384,NA
FR15,Sylvia melanocephala,Puntal,FR,0.168,8,47.61904761904761,"Olea europaea, Asparagus aphyllus",-6.4462584,36.9643384,NA
FR15,Turdus philomelos,Puntal,FR,0.168,1,5.952380952380952,"Olea europaea, Asparagus aphyllus",-6.4462584,36.9643384,NA
FR2,Sylvia atricapilla,Puntal,FR,0.168,1,5.952380952380952,Daphne gnidium,-6.4454986,36.965401,NA
FR2,Sylvia melanocephala,Puntal,FR,0.168,2,11.904761904761903,Daphne gnidium,-6.4454986,36.965401,NA
FR3,Erithacus rubecula,Puntal,FR,0.168,5,29.76190476190476,Myrtus communis,-6.445962,36.9647082,NA
FR3,Sturnus unicolor,Puntal,FR,0.168,1,5.952380952380952,Myrtus communis,-6.445962,36.9647082,NA
FR3,Sylvia atricapilla,Puntal,FR,0.168,2,11.904761904761903,Myrtus communis,-6.445962,36.9647082,NA
FR3,Sylvia melanocephala,Puntal,FR,0.168,19,113.09523809523809,Myrtus communis,-6.445962,36.9647082,NA
FR3,Sylvia undata,Puntal,FR,0.168,1,5.952380952380952,Myrtus communis,-6.445962,36.9647082,NA
FR3,Turdus merula,Puntal,FR,0.168,5,29.76190476190476,Myrtus communis,-6.445962,36.9647082,NA
FR4,Erithacus rubecula,Puntal,FR,0.168,3,17.857142857142858,"Olea europaea, Asparagus aphyllus",-6.4469204,36.9650795,NA
FR4,Sylvia communis,Puntal,FR,0.168,2,11.904761904761903,"Olea europaea, Asparagus aphyllus",-6.4469204,36.9650795,NA
FR4,Sylvia melanocephala,Puntal,FR,0.168,18,107.14285714285714,"Olea europaea, Asparagus aphyllus",-6.4469204,36.9650795,NA
FR4,Sylvia undata,Puntal,FR,0.168,1,5.952380952380952,"Olea europaea, Asparagus aphyllus",-6.4469204,36.9650795,NA
FR4,Turdus merula,Puntal,FR,0.168,2,11.904761904761903,"Olea europaea, Asparagus aphyllus",-6.4469204,36.9650795,NA
FR5,Erithacus rubecula,Puntal,FR,0.168,2,11.904761904761903,"Olea europaea, Smilax aspera",-6.4457382,36.9652512,NA
FR5,Phoenicurus phoenicurus,Puntal,FR,0.168,1,5.952380952380952,"Olea europaea, Smilax aspera",-6.4457382,36.9652512,NA
FR5,Sylvia atricapilla,Puntal,FR,0.168,1,5.952380952380952,"Olea europaea, Smilax aspera",-6.4457382,36.9652512,NA
FR5,Sylvia hortensis,Puntal,FR,0.168,1,5.952380952380952,"Olea europaea, Smilax aspera",-6.4457382,36.9652512,NA
FR5,Sylvia melanocephala,Puntal,FR,0.168,6,35.714285714285715,"Olea europaea, Smilax aspera",-6.4457382,36.9652512,NA
FR5,Turdus merula,Puntal,FR,0.168,1,5.952380952380952,"Olea europaea, Smilax aspera",-6.4457382,36.9652512,NA
FR6,Erithacus rubecula,Puntal,FR,0.168,5,29.76190476190476,Phylirea angustifolia,-6.4459442,36.965317400000004,NA
FR6,Sylvia atricapilla,Puntal,FR,0.168,3,17.857142857142858,Phylirea angustifolia,-6.4459442,36.965317400000004,NA
FR6,Sylvia hortensis,Puntal,FR,0.168,2,11.904761904761903,Phylirea angustifolia,-6.4459442,36.965317400000004,NA
FR6,Sylvia melanocephala,Puntal,FR,0.168,8,47.61904761904761,Phylirea angustifolia,-6.4459442,36.965317400000004,NA
FR6,Turdus merula,Puntal,FR,0.168,4,23.809523809523807,Phylirea angustifolia,-6.4459442,36.965317400000004,NA
FR7,Erithacus rubecula,Puntal,FR,0.168,21,124.99999999999999,"Olea europaea, Asparagus aphyllus",-6.4465742,36.9653783,NA
FR7,Phoenicurus phoenicurus,Puntal,FR,0.168,1,5.952380952380952,"Olea europaea, Asparagus aphyllus",-6.4465742,36.9653783,NA
FR7,Sylvia atricapilla,Puntal,FR,0.168,1,5.952380952380952,"Olea europaea, Asparagus aphyllus",-6.4465742,36.9653783,NA
FR7,Sylvia melanocephala,Puntal,FR,0.168,1,5.952380952380952,"Olea europaea, Asparagus aphyllus",-6.4465742,36.9653783,NA
FR7,NA,Puntal,FR,0.168,2,11.904761904761903,"Olea europaea, Asparagus aphyllus",-6.4465742,36.9653783,NA
FR8,Erithacus rubecula,Puntal,FR,0.168,2,11.904761904761903,"Myrtus communis, Daphne gnidium, Smilax aspera",-6.4466247,36.9651909,NA
FR8,Sylvia melanocephala,Puntal,FR,0.168,1,5.952380952380952,"Myrtus communis, Daphne gnidium, Smilax aspera",-6.4466247,36.9651909,NA
FR8,Turdus merula,Puntal,FR,0.168,8,47.61904761904761,"Myrtus communis, Daphne gnidium, Smilax aspera",-6.4466247,36.9651909,NA
FR8,Turdus philomelos,Puntal,FR,0.168,1,5.952380952380952,"Myrtus communis, Daphne gnidium, Smilax aspera",-6.4466247,36.9651909,NA
FR8,NA,Puntal,FR,0.168,1,5.952380952380952,"Myrtus communis, Daphne gnidium, Smilax aspera",-6.4466247,36.9651909,NA
FR9,Sylvia communis,Puntal,FR,0.168,1,5.952380952380952,Daphne gnidium,-6.4470682,36.9658009,NA
FR9,Sylvia melanocephala,Puntal,FR,0.168,2,11.904761904761903,Daphne gnidium,-6.4470682,36.9658009,NA
NF1,Erithacus rubecula,Puntal,NF,0.168,7,41.666666666666664,Erica scoparia,-6.4457745,36.9649263,NA
NF1,Sylvia atricapilla,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4457745,36.9649263,NA
NF1,Sylvia communis,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4457745,36.9649263,NA
NF1,Sylvia melanocephala,Puntal,NF,0.168,26,154.76190476190476,Erica scoparia,-6.4457745,36.9649263,NA
NF1,Sylvia undata,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4457745,36.9649263,NA
NF1,NA,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4457745,36.9649263,NA
NF10,Sylvia melanocephala,Puntal,NF,0.168,2,11.904761904761903,"Erica scoparia, Ulex parviflorus",-6.4453221,36.965683,NA
NF11,Erithacus rubecula,Puntal,NF,0.168,5,29.76190476190476,Erica scoparia,-6.4458478,36.9657562,NA
NF11,Sylvia melanocephala,Puntal,NF,0.168,8,47.61904761904761,Erica scoparia,-6.4458478,36.9657562,NA
NF12,Erithacus rubecula,Puntal,NF,0.168,5,29.76190476190476,Erica scoparia,-6.4462531,36.9653358,NA
NF12,Sylvia melanocephala,Puntal,NF,0.168,2,11.904761904761903,Erica scoparia,-6.4462531,36.9653358,NA
NF13,Cyanopica cooki,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4467696,36.9649515,NA
NF13,Erithacus rubecula,Puntal,NF,0.168,2,11.904761904761903,Erica scoparia,-6.4467696,36.9649515,NA
NF13,Sylvia atricapilla,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4467696,36.9649515,NA
NF13,Sylvia melanocephala,Puntal,NF,0.168,6,35.714285714285715,Erica scoparia,-6.4467696,36.9649515,NA
NF14,Erithacus rubecula,Puntal,NF,0.168,1,5.952380952380952,Halimium halimifolium,-6.4472372,36.9655454,NA
NF14,Sylvia melanocephala,Puntal,NF,0.168,3,17.857142857142858,Halimium halimifolium,-6.4472372,36.9655454,NA
NF14,Sylvia undata,Puntal,NF,0.168,2,11.904761904761903,Halimium halimifolium,-6.4472372,36.9655454,NA
NF14,NA,Puntal,NF,0.168,1,5.952380952380952,Halimium halimifolium,-6.4472372,36.9655454,NA
NF15,Erithacus rubecula,Puntal,NF,0.168,2,11.904761904761903,Ulex parviflorus,-6.44671,36.96586,NA
NF15,Sylvia melanocephala,Puntal,NF,0.168,4,23.809523809523807,Ulex parviflorus,-6.44671,36.96586,NA
NF15,NA,Puntal,NF,0.168,1,5.952380952380952,Ulex parviflorus,-6.44671,36.96586,NA
NF2,Erithacus rubecula,Puntal,NF,0.168,5,29.76190476190476,Erica scoparia,-6.4457854,36.9652353,NA
NF2,Sylvia atricapilla,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4457854,36.9652353,NA
NF2,Sylvia cantillans,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4457854,36.9652353,NA
NF2,Sylvia melanocephala,Puntal,NF,0.168,12,71.42857142857143,Erica scoparia,-6.4457854,36.9652353,NA
NF2,Sylvia undata,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4457854,36.9652353,NA
NF2,Turdus merula,Puntal,NF,0.168,5,29.76190476190476,Erica scoparia,-6.4457854,36.9652353,NA
NF3,Erithacus rubecula,Puntal,NF,0.168,6,35.714285714285715,Erica scoparia,-6.4466533,36.9653375,NA
NF3,Sylvia melanocephala,Puntal,NF,0.168,8,47.61904761904761,Erica scoparia,-6.4466533,36.9653375,NA
NF3,Sylvia undata,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4466533,36.9653375,NA
NF4,Erithacus rubecula,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4466098,36.9651179,NA
NF4,Sylvia melanocephala,Puntal,NF,0.168,2,11.904761904761903,Erica scoparia,-6.4466098,36.9651179,NA
NF4,Sylvia undata,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4466098,36.9651179,NA
NF5,Sylvia cantillans,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4462619,36.964906,NA
NF5,Sylvia melanocephala,Puntal,NF,0.168,4,23.809523809523807,Erica scoparia,-6.4462619,36.964906,NA
NF6,Sylvia melanocephala,Puntal,NF,0.168,1,5.952380952380952,Halimium halimifolium,-6.4467353,36.9661393,NA
NF6,Sylvia undata,Puntal,NF,0.168,1,5.952380952380952,Halimium halimifolium,-6.4467353,36.9661393,NA
NF7,Erithacus rubecula,Puntal,NF,0.168,5,29.76190476190476,Erica scoparia,-6.4459122,36.9649781,NA
NF7,Sylvia atricapilla,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4459122,36.9649781,NA
NF7,Sylvia melanocephala,Puntal,NF,0.168,2,11.904761904761903,Erica scoparia,-6.4459122,36.9649781,NA
NF7,Turdus merula,Puntal,NF,0.168,4,23.809523809523807,Erica scoparia,-6.4459122,36.9649781,NA
NF8,Erithacus rubecula,Puntal,NF,0.168,2,11.904761904761903,Erica scoparia,-6.4461809,36.9646057,NA
NF8,Sylvia melanocephala,Puntal,NF,0.168,13,77.38095238095238,Erica scoparia,-6.4461809,36.9646057,NA
NF8,Sylvia undata,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4461809,36.9646057,NA
NF9,Erithacus rubecula,Puntal,NF,0.168,4,23.809523809523807,Erica scoparia,-6.4458623,36.9647154,NA
NF9,Phoenicurus phoenicurus,Puntal,NF,0.168,3,17.857142857142858,Erica scoparia,-6.4458623,36.9647154,NA
NF9,Sylvia atricapilla,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4458623,36.9647154,NA
NF9,Sylvia cantillans,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4458623,36.9647154,NA
NF9,Sylvia melanocephala,Puntal,NF,0.168,17,101.19047619047619,Erica scoparia,-6.4458623,36.9647154,NA
NF9,Sylvia undata,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4458623,36.9647154,NA
NF9,NA,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4458623,36.9647154,NA
OA15,Turdus merula,Puntal,OA,118,3,0.025423728813559324,Open area,-6.44678302,36.9659237,117.619
OA253,NA,Puntal,OA,403,9,0.022332506203473945,Open area,-6.4463944049999995,36.96509889,403.046
OA267,NA,Puntal,OA,170,2,0.011764705882352941,Open area,-6.44612802,36.96502507,170.29
