mh_id,bird_sp,seed_sp1,site,mh,sample_effort,n_seeds,n_seed_m2,sp_under,X_coord,Y_coord,length
FR4,NA,asparagus,Puntal,FR,0.168,3,17.857142857142858,"Olea europaea, Asparagus aphyllus",-6.4469204,36.9650795,NA
FR5,Erithacus rubecula,pistacia,Puntal,FR,0.168,2,11.904761904761903,"Olea europaea, Smilax aspera",-6.4457382,36.9652512,NA
FR5,Phoenicurus phoenicurus,pistacia,Puntal,FR,0.168,1,5.952380952380952,"Olea europaea, Smilax aspera",-6.4457382,36.9652512,NA
FR5,Sylvia atricapilla,pistacia,Puntal,FR,0.168,1,5.952380952380952,"Olea europaea, Smilax aspera",-6.4457382,36.9652512,NA
FR5,Sylvia hortensis,pistacia,Puntal,FR,0.168,1,5.952380952380952,"Olea europaea, Smilax aspera",-6.4457382,36.9652512,NA
FR5,Sylvia melanocephala,asparagus,Puntal,FR,0.168,1,5.952380952380952,"Olea europaea, Smilax aspera",-6.4457382,36.9652512,NA
FR5,Sylvia melanocephala,pistacia,Puntal,FR,0.168,6,35.714285714285715,"Olea europaea, Smilax aspera",-6.4457382,36.9652512,NA
FR5,Sylvia melanocephala,rubia,Puntal,FR,0.168,2,11.904761904761903,"Olea europaea, Smilax aspera",-6.4457382,36.9652512,NA
FR5,Turdus merula,pistacia,Puntal,FR,0.168,1,5.952380952380952,"Olea europaea, Smilax aspera",-6.4457382,36.9652512,NA
FR5,Turdus philomelos,smilax,Puntal,FR,0.168,1,5.952380952380952,"Olea europaea, Smilax aspera",-6.4457382,36.9652512,NA
FR6,Erithacus rubecula,pistacia,Puntal,FR,0.168,5,29.76190476190476,Phylirea angustifolia,-6.4459442,36.965317400000004,NA
FR6,Sturnus unicolor,rubus,Puntal,FR,0.168,3,17.857142857142858,Phylirea angustifolia,-6.4459442,36.965317400000004,NA
FR6,Sylvia atricapilla,pistacia,Puntal,FR,0.168,3,17.857142857142858,Phylirea angustifolia,-6.4459442,36.965317400000004,NA
FR6,Sylvia atricapilla,rubia,Puntal,FR,0.168,1,5.952380952380952,Phylirea angustifolia,-6.4459442,36.965317400000004,NA
FR6,Sylvia atricapilla,smilax,Puntal,FR,0.168,6,35.714285714285715,Phylirea angustifolia,-6.4459442,36.965317400000004,NA
FR6,Sylvia communis,phillyrea,Puntal,FR,0.168,2,11.904761904761903,Phylirea angustifolia,-6.4459442,36.965317400000004,NA
FR6,Sylvia hortensis,pistacia,Puntal,FR,0.168,2,11.904761904761903,Phylirea angustifolia,-6.4459442,36.965317400000004,NA
FR6,Sylvia melanocephala,asparagus,Puntal,FR,0.168,1,5.952380952380952,Phylirea angustifolia,-6.4459442,36.965317400000004,NA
FR6,Sylvia melanocephala,pistacia,Puntal,FR,0.168,8,47.61904761904761,Phylirea angustifolia,-6.4459442,36.965317400000004,NA
FR6,Turdus merula,pistacia,Puntal,FR,0.168,4,23.809523809523807,Phylirea angustifolia,-6.4459442,36.965317400000004,NA
FR7,Erithacus rubecula,pistacia,Puntal,FR,0.168,21,124.99999999999999,"Olea europaea, Asparagus aphyllus",-6.4465742,36.9653783,NA
FR7,Phoenicurus phoenicurus,pistacia,Puntal,FR,0.168,1,5.952380952380952,"Olea europaea, Asparagus aphyllus",-6.4465742,36.9653783,NA
FR7,Sylvia atricapilla,pistacia,Puntal,FR,0.168,1,5.952380952380952,"Olea europaea, Asparagus aphyllus",-6.4465742,36.9653783,NA
FR7,Sylvia melanocephala,corema,Puntal,FR,0.168,1,5.952380952380952,"Olea europaea, Asparagus aphyllus",-6.4465742,36.9653783,NA
FR7,Sylvia melanocephala,pistacia,Puntal,FR,0.168,1,5.952380952380952,"Olea europaea, Asparagus aphyllus",-6.4465742,36.9653783,NA
FR7,NA,pistacia,Puntal,FR,0.168,2,11.904761904761903,"Olea europaea, Asparagus aphyllus",-6.4465742,36.9653783,NA
FR8,Erithacus rubecula,pistacia,Puntal,FR,0.168,2,11.904761904761903,"Myrtus communis, Daphne gnidium, Smilax aspera",-6.4466247,36.9651909,NA
FR8,Sylvia melanocephala,pistacia,Puntal,FR,0.168,1,5.952380952380952,"Myrtus communis, Daphne gnidium, Smilax aspera",-6.4466247,36.9651909,NA
FR8,Turdus merula,pistacia,Puntal,FR,0.168,8,47.61904761904761,"Myrtus communis, Daphne gnidium, Smilax aspera",-6.4466247,36.9651909,NA
FR8,Turdus philomelos,pistacia,Puntal,FR,0.168,1,5.952380952380952,"Myrtus communis, Daphne gnidium, Smilax aspera",-6.4466247,36.9651909,NA
FR8,NA,pistacia,Puntal,FR,0.168,1,5.952380952380952,"Myrtus communis, Daphne gnidium, Smilax aspera",-6.4466247,36.9651909,NA
FR9,Chloris chloris,daphne,Puntal,FR,0.168,1,5.952380952380952,Daphne gnidium,-6.4470682,36.9658009,NA
FR9,Sylvia communis,pistacia,Puntal,FR,0.168,1,5.952380952380952,Daphne gnidium,-6.4470682,36.9658009,NA
FR9,Sylvia melanocephala,asparagus,Puntal,FR,0.168,1,5.952380952380952,Daphne gnidium,-6.4470682,36.9658009,NA
FR9,Sylvia melanocephala,pistacia,Puntal,FR,0.168,2,11.904761904761903,Daphne gnidium,-6.4470682,36.9658009,NA
NF1,Erithacus rubecula,pistacia,Puntal,NF,0.168,7,41.666666666666664,Erica scoparia,-6.4457745,36.9649263,NA
NF1,Erithacus rubecula,smilax,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4457745,36.9649263,NA
NF1,Sylvia atricapilla,pistacia,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4457745,36.9649263,NA
NF1,Sylvia atricapilla,smilax,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4457745,36.9649263,NA
NF1,Sylvia communis,pistacia,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4457745,36.9649263,NA
NF1,Sylvia melanocephala,asparagus,Puntal,NF,0.168,2,11.904761904761903,Erica scoparia,-6.4457745,36.9649263,NA
NF1,Sylvia melanocephala,pistacia,Puntal,NF,0.168,26,154.76190476190476,Erica scoparia,-6.4457745,36.9649263,NA
NF1,Sylvia melanocephala,rubus,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4457745,36.9649263,NA
NF1,Sylvia undata,pistacia,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4457745,36.9649263,NA
NF1,NA,asparagus,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4457745,36.9649263,NA
NF1,NA,pistacia,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4457745,36.9649263,NA
NF10,Sylvia melanocephala,asparagus,Puntal,NF,0.168,2,11.904761904761903,"Erica scoparia, Ulex parviflorus",-6.4453221,36.965683,NA
NF10,Sylvia melanocephala,phillyrea,Puntal,NF,0.168,1,5.952380952380952,"Erica scoparia, Ulex parviflorus",-6.4453221,36.965683,NA
NF10,Sylvia melanocephala,pistacia,Puntal,NF,0.168,2,11.904761904761903,"Erica scoparia, Ulex parviflorus",-6.4453221,36.965683,NA
NF11,Erithacus rubecula,pistacia,Puntal,NF,0.168,5,29.76190476190476,Erica scoparia,-6.4458478,36.9657562,NA
NF11,Sylvia melanocephala,phillyrea,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4458478,36.9657562,NA
NF11,Sylvia melanocephala,pistacia,Puntal,NF,0.168,8,47.61904761904761,Erica scoparia,-6.4458478,36.9657562,NA
NF12,Erithacus rubecula,pistacia,Puntal,NF,0.168,5,29.76190476190476,Erica scoparia,-6.4462531,36.9653358,NA
NF12,Sylvia melanocephala,phillyrea,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4462531,36.9653358,NA
NF12,Sylvia melanocephala,pistacia,Puntal,NF,0.168,2,11.904761904761903,Erica scoparia,-6.4462531,36.9653358,NA
NF13,Cyanopica cooki,asparagus,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4467696,36.9649515,NA
NF13,Cyanopica cooki,pistacia,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4467696,36.9649515,NA
NF13,Erithacus rubecula,asparagus,Puntal,NF,0.168,4,23.809523809523807,Erica scoparia,-6.4467696,36.9649515,NA
NF13,Erithacus rubecula,olea,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4467696,36.9649515,NA
NF13,Erithacus rubecula,pistacia,Puntal,NF,0.168,2,11.904761904761903,Erica scoparia,-6.4467696,36.9649515,NA
NF13,Sylvia atricapilla,asparagus,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4467696,36.9649515,NA
NF13,Sylvia atricapilla,pistacia,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4467696,36.9649515,NA
NF13,Sylvia melanocephala,asparagus,Puntal,NF,0.168,7,41.666666666666664,Erica scoparia,-6.4467696,36.9649515,NA
NF13,Sylvia melanocephala,pistacia,Puntal,NF,0.168,6,35.714285714285715,Erica scoparia,-6.4467696,36.9649515,NA
NF13,Turdus merula,myrtus,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4467696,36.9649515,NA
NF14,Erithacus rubecula,pistacia,Puntal,NF,0.168,1,5.952380952380952,Halimium halimifolium,-6.4472372,36.9655454,NA
NF14,Sylvia melanocephala,pistacia,Puntal,NF,0.168,3,17.857142857142858,Halimium halimifolium,-6.4472372,36.9655454,NA
NF14,Sylvia undata,pistacia,Puntal,NF,0.168,2,11.904761904761903,Halimium halimifolium,-6.4472372,36.9655454,NA
NF14,NA,pistacia,Puntal,NF,0.168,1,5.952380952380952,Halimium halimifolium,-6.4472372,36.9655454,NA
NF15,Erithacus rubecula,pistacia,Puntal,NF,0.168,2,11.904761904761903,Ulex parviflorus,-6.44671,36.96586,NA
NF15,Sylvia melanocephala,asparagus,Puntal,NF,0.168,1,5.952380952380952,Ulex parviflorus,-6.44671,36.96586,NA
NF15,Sylvia melanocephala,pistacia,Puntal,NF,0.168,4,23.809523809523807,Ulex parviflorus,-6.44671,36.96586,NA
NF15,NA,pistacia,Puntal,NF,0.168,1,5.952380952380952,Ulex parviflorus,-6.44671,36.96586,NA
NF2,Erithacus rubecula,pistacia,Puntal,NF,0.168,5,29.76190476190476,Erica scoparia,-6.4457854,36.9652353,NA
NF2,Sylvia atricapilla,pistacia,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4457854,36.9652353,NA
NF2,Sylvia cantillans,pistacia,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4457854,36.9652353,NA
NF2,Sylvia melanocephala,asparagus,Puntal,NF,0.168,4,23.809523809523807,Erica scoparia,-6.4457854,36.9652353,NA
NF2,Sylvia melanocephala,pistacia,Puntal,NF,0.168,12,71.42857142857143,Erica scoparia,-6.4457854,36.9652353,NA
NF2,Sylvia undata,pistacia,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4457854,36.9652353,NA
NF2,Turdus merula,pistacia,Puntal,NF,0.168,5,29.76190476190476,Erica scoparia,-6.4457854,36.9652353,NA
NF3,Erithacus rubecula,asparagus,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4466533,36.9653375,NA
NF3,Erithacus rubecula,pistacia,Puntal,NF,0.168,6,35.714285714285715,Erica scoparia,-6.4466533,36.9653375,NA
NF3,Erithacus rubecula,smilax,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4466533,36.9653375,NA
NF3,Sylvia melanocephala,asparagus,Puntal,NF,0.168,5,29.76190476190476,Erica scoparia,-6.4466533,36.9653375,NA
NF3,Sylvia melanocephala,pistacia,Puntal,NF,0.168,8,47.61904761904761,Erica scoparia,-6.4466533,36.9653375,NA
NF3,Sylvia melanocephala,rubia,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4466533,36.9653375,NA
NF3,Sylvia undata,pistacia,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4466533,36.9653375,NA
NF4,Erithacus rubecula,pistacia,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4466098,36.9651179,NA
NF4,Sylvia melanocephala,asparagus,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4466098,36.9651179,NA
NF4,Sylvia melanocephala,pistacia,Puntal,NF,0.168,2,11.904761904761903,Erica scoparia,-6.4466098,36.9651179,NA
NF4,Sylvia undata,pistacia,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4466098,36.9651179,NA
NF5,Sylvia cantillans,pistacia,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4462619,36.964906,NA
NF5,Sylvia melanocephala,pistacia,Puntal,NF,0.168,4,23.809523809523807,Erica scoparia,-6.4462619,36.964906,NA
NF6,Sylvia melanocephala,pistacia,Puntal,NF,0.168,1,5.952380952380952,Halimium halimifolium,-6.4467353,36.9661393,NA
NF6,Sylvia undata,pistacia,Puntal,NF,0.168,1,5.952380952380952,Halimium halimifolium,-6.4467353,36.9661393,NA
NF7,Erithacus rubecula,olea,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4459122,36.9649781,NA
NF7,Erithacus rubecula,pistacia,Puntal,NF,0.168,5,29.76190476190476,Erica scoparia,-6.4459122,36.9649781,NA
NF7,Sylvia atricapilla,pistacia,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4459122,36.9649781,NA
NF7,Sylvia melanocephala,asparagus,Puntal,NF,0.168,2,11.904761904761903,Erica scoparia,-6.4459122,36.9649781,NA
NF7,Sylvia melanocephala,pistacia,Puntal,NF,0.168,2,11.904761904761903,Erica scoparia,-6.4459122,36.9649781,NA
NF7,Turdus merula,myrtus,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4459122,36.9649781,NA
NF7,Turdus merula,pistacia,Puntal,NF,0.168,4,23.809523809523807,Erica scoparia,-6.4459122,36.9649781,NA
NF8,Erithacus rubecula,pistacia,Puntal,NF,0.168,2,11.904761904761903,Erica scoparia,-6.4461809,36.9646057,NA
NF8,Sylvia melanocephala,asparagus,Puntal,NF,0.168,8,47.61904761904761,Erica scoparia,-6.4461809,36.9646057,NA
NF8,Sylvia melanocephala,phillyrea,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4461809,36.9646057,NA
NF8,Sylvia melanocephala,pistacia,Puntal,NF,0.168,13,77.38095238095238,Erica scoparia,-6.4461809,36.9646057,NA
NF8,Sylvia undata,pistacia,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4461809,36.9646057,NA
NF9,Cyanopica cooki,rubus,Puntal,NF,0.168,6,35.714285714285715,Erica scoparia,-6.4458623,36.9647154,NA
NF9,Erithacus rubecula,pistacia,Puntal,NF,0.168,4,23.809523809523807,Erica scoparia,-6.4458623,36.9647154,NA
NF9,Phoenicurus phoenicurus,pistacia,Puntal,NF,0.168,3,17.857142857142858,Erica scoparia,-6.4458623,36.9647154,NA
NF9,Sylvia atricapilla,pistacia,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4458623,36.9647154,NA
NF9,Sylvia cantillans,pistacia,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4458623,36.9647154,NA
NF9,Sylvia melanocephala,asparagus,Puntal,NF,0.168,2,11.904761904761903,Erica scoparia,-6.4458623,36.9647154,NA
NF9,Sylvia melanocephala,daphne,Puntal,NF,0.168,2,11.904761904761903,Erica scoparia,-6.4458623,36.9647154,NA
NF9,Sylvia melanocephala,pistacia,Puntal,NF,0.168,17,101.19047619047619,Erica scoparia,-6.4458623,36.9647154,NA
NF9,Sylvia undata,pistacia,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4458623,36.9647154,NA
NF9,NA,pistacia,Puntal,NF,0.168,1,5.952380952380952,Erica scoparia,-6.4458623,36.9647154,NA
OA15,Cyanopica cooki,myrtus,Puntal,OA,118,2,0.01694915254237288,Open area,-6.44678302,36.9659237,117.619
OA15,Turdus merula,myrtus,Puntal,OA,118,6,0.05084745762711865,Open area,-6.44678302,36.9659237,117.619
OA15,Turdus merula,pistacia,Puntal,OA,118,3,0.025423728813559324,Open area,-6.44678302,36.9659237,117.619
OA15,Turdus merula,smilax,Puntal,OA,118,3,0.025423728813559324,Open area,-6.44678302,36.9659237,117.619
OA15,NA,smilax,Puntal,OA,118,1,0.00847457627118644,Open area,-6.44678302,36.9659237,117.619
OA253,Alectoris rufa,corema,Puntal,OA,403,4,0.009925558312655087,Open area,-6.4463944049999995,36.96509889,403.046
OA253,Alectoris rufa,rubus,Puntal,OA,403,8,0.019851116625310174,Open area,-6.4463944049999995,36.96509889,403.046
OA253,Sylvia melanocephala,rubia,Puntal,OA,403,1,0.0024813895781637717,Open area,-6.4463944049999995,36.96509889,403.046
OA253,Turdus merula,phillyrea,Puntal,OA,403,1,0.0024813895781637717,Open area,-6.4463944049999995,36.96509889,403.046
OA253,Turdus merula,rubus,Puntal,OA,403,1,0.0024813895781637717,Open area,-6.4463944049999995,36.96509889,403.046
OA253,Turdus merula,smilax,Puntal,OA,403,2,0.004962779156327543,Open area,-6.4463944049999995,36.96509889,403.046
OA253,NA,olea,Puntal,OA,403,1,0.0024813895781637717,Open area,-6.4463944049999995,36.96509889,403.046
OA253,NA,pistacia,Puntal,OA,403,9,0.022332506203473945,Open area,-6.4463944049999995,36.96509889,403.046
OA267,NA,pistacia,Puntal,OA,170,2,0.011764705882352941,Open area,-6.44612802,36.96502507,170.29
OA275,Cyanopica cooki,rubus,Puntal,OA,289,11,0.03806228373702422,Open area,-6.44674459,36.96462019,288.718
OA275,Sylvia melanocephala,pistacia,Puntal,OA,289,1,0.0034602076124567475,Open area,-6.44674459,36.96462019,288.718
OA281,Cyanopica cooki,myrtus,Puntal,OA,162,1,0.006172839506172839,Open area,-6.44557972,36.96485319,161.604
OA281,Cyanopica cooki,pistacia,Puntal,OA,162,3,0.018518518518518517,Open area,-6.44557972,36.96485319,161.604
OA281,Cyanopica cooki,rubia,Puntal,OA,162,10,0.06172839506172839,Open area,-6.44557972,36.96485319,161.604
OA281,Cyanopica cooki,rubus,Puntal,OA,162,6,0.037037037037037035,Open area,-6.44557972,36.96485319,161.604
OA281,Cyanopica cooki,smilax,Puntal,OA,162,3,0.018518518518518517,Open area,-6.44557972,36.96485319,161.604
OA281,Turdus merula,phillyrea,Puntal,OA,162,7,0.043209876543209874,Open area,-6.44557972,36.96485319,161.604
OA281,Turdus merula,pistacia,Puntal,OA,162,35,0.21604938271604937,Open area,-6.44557972,36.96485319,161.604
OA281,Turdus merula,smilax,Puntal,OA,162,6,0.037037037037037035,Open area,-6.44557972,36.96485319,161.604
OA281,Turdus merula,unidentified,Puntal,OA,162,2,0.012345679012345678,Open area,-6.44557972,36.96485319,161.604
OA295,Erithacus rubecula,pistacia,Puntal,OA,174,1,0.005747126436781609,Open area,-6.446036980000001,36.96537833,173.773
OA295,Sylvia melanocephala,pistacia,Puntal,OA,174,1,0.005747126436781609,Open area,-6.446036980000001,36.96537833,173.773
OA295,Turdus merula,phillyrea,Puntal,OA,174,6,0.034482758620689655,Open area,-6.446036980000001,36.96537833,173.773
OA295,Turdus merula,pistacia,Puntal,OA,174,51,0.29310344827586204,Open area,-6.446036980000001,36.96537833,173.773
OA295,Turdus merula,smilax,Puntal,OA,174,7,0.040229885057471264,Open area,-6.446036980000001,36.96537833,173.773
OA303,Alectoris rufa,pistacia,Puntal,OA,179,2,0.0111731843575419,Open area,-6.44620096,36.96462228,178.604
OA303,Turdus merula,myrtus,Puntal,OA,179,1,0.00558659217877095,Open area,-6.44620096,36.96462228,178.604
OA303,Turdus merula,pistacia,Puntal,OA,179,43,0.24022346368715083,Open area,-6.44620096,36.96462228,178.604
OA303,Turdus merula,rubia,Puntal,OA,179,1,0.00558659217877095,Open area,-6.44620096,36.96462228,178.604
OA303,Turdus merula,smilax,Puntal,OA,179,1,0.00558659217877095,Open area,-6.44620096,36.96462228,178.604
OA310,Turdus merula,phillyrea,Puntal,OA,183,2,0.01092896174863388,Open area,-6.44574969,36.964735,182.511
OA310,Turdus merula,pistacia,Puntal,OA,183,13,0.07103825136612021,Open area,-6.44574969,36.964735,182.511
OA317,Turdus merula,myrtus,Puntal,OA,312,3,0.009615384615384616,Open area,-6.44595198,36.96464316,311.609
OA317,Turdus merula,pistacia,Puntal,OA,312,30,0.09615384615384616,Open area,-6.44595198,36.96464316,311.609
OA317,Turdus philomelos,myrtus,Puntal,OA,312,1,0.003205128205128205,Open area,-6.44595198,36.96464316,311.609
OA317,Turdus philomelos,pistacia,Puntal,OA,312,1,0.003205128205128205,Open area,-6.44595198,36.96464316,311.609
OA323,Alectoris rufa,pistacia,Puntal,OA,325,2,0.006153846153846154,Open area,-6.44624326,36.96465569,324.571
OA323,Alectoris rufa,unidentified,Puntal,OA,325,15,0.046153846153846156,Open area,-6.44624326,36.96465569,324.571
OA323,Turdus merula,myrtus,Puntal,OA,325,12,0.036923076923076927,Open area,-6.44624326,36.96465569,324.571
OA323,Turdus merula,pistacia,Puntal,OA,325,26,0.08,Open area,-6.44624326,36.96465569,324.571
OA323,Turdus merula,smilax,Puntal,OA,325,6,0.018461538461538463,Open area,-6.44624326,36.96465569,324.571
OA323,Turdus merula,unidentified,Puntal,OA,325,1,0.003076923076923077,Open area,-6.44624326,36.96465569,324.571
OA330,Turdus merula,myrtus,Puntal,OA,132,23,0.17424242424242425,Open area,-6.44619764,36.96535018,131.537
OA330,Turdus merula,pistacia,Puntal,OA,132,23,0.17424242424242425,Open area,-6.44619764,36.96535018,131.537
OA330,Turdus merula,smilax,Puntal,OA,132,3,0.022727272727272728,Open area,-6.44619764,36.96535018,131.537
OA337,Turdus merula,myrtus,Puntal,OA,334,1,0.0029940119760479044,Open area,-6.44630248,36.96498831,334.258
OA337,Turdus merula,pistacia,Puntal,OA,334,25,0.0748502994011976,Open area,-6.44630248,36.96498831,334.258
OA34,Erithacus rubecula,pistacia,Puntal,OA,354,1,0.002824858757062147,Open area,-6.44611335,36.96510495,353.653
OA351,Turdus merula,pistacia,Puntal,OA,267,10,0.03745318352059925,Open area,-6.446046615,36.965297215,266.779
OA362,Cyanopica cooki,myrtus,Puntal,OA,261,2,0.007662835249042145,Open area,-6.44626172,36.96542685,260.906
OA364,Turdus merula,myrtus,Puntal,OA,104,2,0.019230769230769232,Open area,-6.44584964,36.96530085,103.565
OA364,Turdus merula,pistacia,Puntal,OA,104,14,0.1346153846153846,Open area,-6.44584964,36.96530085,103.565
OA364,Turdus merula,smilax,Puntal,OA,104,1,0.009615384615384616,Open area,-6.44584964,36.96530085,103.565
PP1,Erithacus rubecula,pistacia,Puntal,PP,0.168,3,17.857142857142858,Pinus pinea,-6.4451226,36.965041,NA
PP1,Sylvia melanocephala,asparagus,Puntal,PP,0.168,3,17.857142857142858,Pinus pinea,-6.4451226,36.965041,NA
PP1,Sylvia melanocephala,phillyrea,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4451226,36.965041,NA
PP1,Sylvia melanocephala,pistacia,Puntal,PP,0.168,6,35.714285714285715,Pinus pinea,-6.4451226,36.965041,NA
PP10,Cyanopica cooki,smilax,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4469718,36.9647106,NA
PP10,Erithacus rubecula,asparagus,Puntal,PP,0.168,2,11.904761904761903,Pinus pinea,-6.4469718,36.9647106,NA
PP10,Erithacus rubecula,pistacia,Puntal,PP,0.168,2,11.904761904761903,Pinus pinea,-6.4469718,36.9647106,NA
PP10,Phoenicurus phoenicurus,pistacia,Puntal,PP,0.168,2,11.904761904761903,Pinus pinea,-6.4469718,36.9647106,NA
PP10,Sturnus unicolor,phillyrea,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4469718,36.9647106,NA
PP10,Sturnus unicolor,pistacia,Puntal,PP,0.168,3,17.857142857142858,Pinus pinea,-6.4469718,36.9647106,NA
PP10,Sylvia melanocephala,asparagus,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4469718,36.9647106,NA
PP10,Sylvia melanocephala,pistacia,Puntal,PP,0.168,12,71.42857142857143,Pinus pinea,-6.4469718,36.9647106,NA
PP10,Sylvia undata,pistacia,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4469718,36.9647106,NA
PP10,NA,pistacia,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4469718,36.9647106,NA
PP11,Erithacus rubecula,asparagus,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4470545,36.964749,NA
PP11,Erithacus rubecula,pistacia,Puntal,PP,0.168,4,23.809523809523807,Pinus pinea,-6.4470545,36.964749,NA
PP11,Phoenicurus phoenicurus,pistacia,Puntal,PP,0.168,7,41.666666666666664,Pinus pinea,-6.4470545,36.964749,NA
PP11,Sturnus unicolor,ficus,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4470545,36.964749,NA
PP11,Sturnus unicolor,pistacia,Puntal,PP,0.168,3,17.857142857142858,Pinus pinea,-6.4470545,36.964749,NA
PP11,Sturnus unicolor,rubus,Puntal,PP,0.168,4,23.809523809523807,Pinus pinea,-6.4470545,36.964749,NA
PP11,Sylvia melanocephala,pistacia,Puntal,PP,0.168,8,47.61904761904761,Pinus pinea,-6.4470545,36.964749,NA
PP11,Sylvia melanocephala,rubia,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4470545,36.964749,NA
PP11,Turdus merula,pistacia,Puntal,PP,0.168,5,29.76190476190476,Pinus pinea,-6.4470545,36.964749,NA
PP11,Turdus merula,rubus,Puntal,PP,0.168,4,23.809523809523807,Pinus pinea,-6.4470545,36.964749,NA
PP11,Turdus merula,smilax,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4470545,36.964749,NA
PP11,NA,asparagus,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4470545,36.964749,NA
PP12,Cyanopica cooki,corema,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4470774,36.9645018,NA
PP12,Cyanopica cooki,smilax,Puntal,PP,0.168,2,11.904761904761903,Pinus pinea,-6.4470774,36.9645018,NA
PP12,Erithacus rubecula,asparagus,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4470774,36.9645018,NA
PP12,Erithacus rubecula,pistacia,Puntal,PP,0.168,2,11.904761904761903,Pinus pinea,-6.4470774,36.9645018,NA
PP12,Ficedula hypoleuca,pistacia,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4470774,36.9645018,NA
PP12,Phoenicurus phoenicurus,pistacia,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4470774,36.9645018,NA
PP12,Phoenicurus phoenicurus,smilax,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4470774,36.9645018,NA
PP12,Sylvia melanocephala,asparagus,Puntal,PP,0.168,2,11.904761904761903,Pinus pinea,-6.4470774,36.9645018,NA
PP12,Sylvia melanocephala,pistacia,Puntal,PP,0.168,4,23.809523809523807,Pinus pinea,-6.4470774,36.9645018,NA
PP12,Turdus merula,rubus,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4470774,36.9645018,NA
PP13,Erithacus rubecula,pistacia,Puntal,PP,0.168,4,23.809523809523807,Pinus pinea,-6.4460512,36.9647551,NA
PP13,Saxicola rubicola,pistacia,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4460512,36.9647551,NA
PP13,Sturnus unicolor,pistacia,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4460512,36.9647551,NA
PP13,Sturnus unicolor,rubus,Puntal,PP,0.168,1,5.952380952380952,Pinus pinea,-6.4460512,36.9647551,NA
